user_id,date,direction,internal,operator_id,is_missed_call,calls_count,call_duration,total_call_duration,tariff_plan,waiting_time,avg_wait_by_call
166377,2019-08-26,1,False,880028,1,4,0,241,2,241,60.25
166377,2019-08-26,1,False,880022,0,3,1079,1093,2,14,4.666666666666667
166377,2019-08-26,1,False,880028,0,5,426,487,2,61,12.2
166377,2019-08-26,1,False,880026,1,2,0,46,2,46,23.0
166377,2019-08-27,1,False,880026,0,22,3242,3329,2,87,3.9545454545454546
166377,2019-08-27,1,False,880026,1,5,0,119,2,119,23.8
166377,2019-08-27,1,False,880028,1,27,0,983,2,983,36.407407407407405
166377,2019-08-27,1,False,880028,0,20,2784,2979,2,195,9.75
166377,2019-08-28,1,False,880026,1,11,0,129,2,129,11.727272727272727
166377,2019-08-28,1,False,880026,0,16,1783,1868,2,85,5.3125
166377,2019-08-28,1,False,880028,0,19,1485,1777,2,292,15.368421052631579
166377,2019-08-28,1,False,880028,1,29,0,993,2,993,34.241379310344826
166377,2019-08-29,1,False,880026,0,22,3244,3396,2,152,6.909090909090909
166377,2019-08-29,0,False,880026,0,1,48,52,2,4,4.0
166377,2019-08-29,1,False,880028,1,16,0,662,2,662,41.375
166377,2019-08-29,1,False,880026,1,23,0,321,2,321,13.956521739130435
166377,2019-08-29,1,False,880028,0,25,2323,2595,2,272,10.88
166377,2019-08-30,1,False,880028,1,8,0,384,2,384,48.0
166377,2019-08-30,1,False,880026,0,24,1653,1864,2,211,8.791666666666666
166377,2019-08-30,0,False,880028,0,1,45,65,2,20,20.0
166377,2019-08-30,1,False,880022,0,1,239,257,2,18,18.0
166377,2019-08-30,1,False,880028,0,14,989,1099,2,110,7.857142857142857
166377,2019-08-30,1,False,880026,1,11,0,292,2,292,26.545454545454547
166377,2019-09-02,0,False,880028,0,2,66,75,2,9,4.5
166377,2019-09-02,0,False,880026,0,1,31,34,2,3,3.0
166377,2019-09-02,1,False,880026,0,16,1853,1983,2,130,8.125
166377,2019-09-02,1,False,880026,1,6,0,168,2,168,28.0
166377,2019-09-02,1,False,880028,0,20,2529,2687,2,158,7.9
166377,2019-09-02,1,False,880028,1,29,0,1345,2,1345,46.37931034482759
166377,2019-09-02,1,True,880020,1,2,0,0,2,0,0.0
166377,2019-09-02,1,False,880020,1,2,0,3,2,3,1.5
166377,2019-09-03,1,False,880028,0,17,1573,1733,2,160,9.411764705882353
166377,2019-09-03,1,False,880026,0,23,2054,2198,2,144,6.260869565217392
166377,2019-09-03,1,False,880028,1,18,0,416,2,416,23.11111111111111
166377,2019-09-03,1,False,880026,1,8,0,248,2,248,31.0
166377,2019-09-04,1,True,880022,1,1,0,2,2,2,2.0
166377,2019-09-04,1,False,880026,1,7,0,164,2,164,23.428571428571427
166377,2019-09-04,1,False,880022,0,3,360,395,2,35,11.666666666666666
166377,2019-09-04,1,False,880022,1,1,0,55,2,55,55.0
166377,2019-09-04,1,True,880028,1,1,0,1,2,1,1.0
166377,2019-09-04,1,False,880026,0,27,2176,2393,2,217,8.037037037037036
166377,2019-09-04,0,False,880028,0,1,195,208,2,13,13.0
166377,2019-09-04,1,False,880028,0,15,2539,2613,2,74,4.933333333333334
166377,2019-09-04,1,False,880028,1,19,0,230,2,230,12.105263157894736
166377,2019-09-05,1,False,880026,1,6,0,242,2,242,40.333333333333336
166377,2019-09-05,1,False,880026,0,21,2748,2928,2,180,8.571428571428571
166377,2019-09-05,0,False,880020,0,1,63,70,2,7,7.0
166377,2019-09-05,1,False,880028,0,8,983,1010,2,27,3.375
166377,2019-09-05,1,False,880028,1,9,0,247,2,247,27.444444444444443
166377,2019-09-05,0,False,880026,0,1,63,65,2,2,2.0
166377,2019-09-05,1,True,880022,1,2,0,0,2,0,0.0
166377,2019-09-05,1,False,880022,0,6,746,760,2,14,2.3333333333333335
166377,2019-09-06,1,True,880022,1,2,0,0,2,0,0.0
166377,2019-09-06,1,False,880022,0,5,1243,1265,2,22,4.4
166377,2019-09-06,1,False,880028,1,9,0,392,2,392,43.55555555555556
166377,2019-09-06,1,False,880028,0,13,1304,1441,2,137,10.538461538461538
166377,2019-09-06,1,True,880026,1,1,0,3,2,3,3.0
166377,2019-09-06,0,False,880020,0,1,48,56,2,8,8.0
166377,2019-09-06,1,False,880022,1,4,0,112,2,112,28.0
166377,2019-09-06,1,False,880026,0,14,1045,1127,2,82,5.857142857142857
166377,2019-09-09,1,False,880026,1,5,0,114,2,114,22.8
166377,2019-09-09,1,False,880028,1,9,0,316,2,316,35.111111111111114
166377,2019-09-09,1,False,880022,0,4,234,302,2,68,17.0
166377,2019-09-09,1,False,880026,0,16,1479,1616,2,137,8.5625
166377,2019-09-09,1,False,880022,1,5,0,192,2,192,38.4
166377,2019-09-09,0,False,880020,0,1,54,58,2,4,4.0
166377,2019-09-09,0,False,880026,0,1,32,40,2,8,8.0
166377,2019-09-09,1,False,880028,0,18,1601,1806,2,205,11.38888888888889
166377,2019-09-10,1,False,880028,1,19,0,552,2,552,29.05263157894737
166377,2019-09-10,1,False,880022,1,1,0,54,2,54,54.0
166377,2019-09-10,1,False,880028,0,29,2082,2256,2,174,6.0
166377,2019-09-10,1,False,880026,0,32,2451,2620,2,169,5.28125
166377,2019-09-10,1,False,880022,0,2,88,91,2,3,1.5
166377,2019-09-10,1,False,880026,1,6,0,178,2,178,29.666666666666668
166377,2019-09-11,1,False,880026,0,16,1452,1529,2,77,4.8125
166377,2019-09-11,1,False,880022,0,5,479,533,2,54,10.8
166377,2019-09-11,1,False,880028,0,22,2226,2423,2,197,8.954545454545455
166377,2019-09-11,1,False,880022,1,3,0,92,2,92,30.666666666666668
166377,2019-09-11,0,False,880028,0,1,152,158,2,6,6.0
166377,2019-09-11,1,True,880022,1,2,0,0,2,0,0.0
166377,2019-09-11,1,False,880028,1,6,0,144,2,144,24.0
166377,2019-09-11,1,False,880026,1,5,0,86,2,86,17.2
166377,2019-09-12,0,False,880028,0,1,69,73,2,4,4.0
166377,2019-09-12,1,False,880028,1,10,0,297,2,297,29.7
166377,2019-09-12,1,False,880028,0,16,1030,1161,2,131,8.1875
166377,2019-09-12,0,False,880020,0,1,45,49,2,4,4.0
166377,2019-09-12,1,False,880022,1,6,0,232,2,232,38.666666666666664
166377,2019-09-12,1,False,880026,0,25,2311,2403,2,92,3.68
166377,2019-09-12,1,False,880026,1,3,0,118,2,118,39.333333333333336
166377,2019-09-12,1,False,880022,0,1,147,150,2,3,3.0
166377,2019-09-13,1,False,880026,0,25,1906,2034,2,128,5.12
166377,2019-09-13,1,False,880028,1,3,0,63,2,63,21.0
166377,2019-09-13,1,False,880022,1,3,0,116,2,116,38.666666666666664
166377,2019-09-13,1,False,880028,0,26,2569,2861,2,292,11.23076923076923
166377,2019-09-13,1,False,880022,0,1,71,74,2,3,3.0
166377,2019-09-13,0,False,880020,0,1,39,43,2,4,4.0
166377,2019-09-13,1,False,880026,1,11,0,138,2,138,12.545454545454545
166377,2019-09-16,1,False,880026,1,7,0,99,2,99,14.142857142857142
166377,2019-09-16,1,False,880028,1,15,0,229,2,229,15.266666666666667
166377,2019-09-16,1,False,880026,0,31,2587,2797,2,210,6.774193548387097
166377,2019-09-16,0,False,880026,0,1,28,34,2,6,6.0
166377,2019-09-16,1,False,880028,0,22,3047,3224,2,177,8.045454545454545
166377,2019-09-17,1,False,880022,0,1,126,128,2,2,2.0
166377,2019-09-17,0,False,880028,0,1,247,250,2,3,3.0
166377,2019-09-17,1,False,880028,1,23,0,651,2,651,28.304347826086957
166377,2019-09-17,1,False,880026,0,16,790,946,2,156,9.75
166377,2019-09-17,1,False,880028,0,35,2507,2787,2,280,8.0
166377,2019-09-17,1,False,880022,1,7,0,212,2,212,30.285714285714285
166377,2019-09-17,1,False,880026,1,2,0,0,2,0,0.0
166377,2019-09-18,1,False,880026,0,4,299,315,2,16,4.0
166377,2019-09-18,1,False,880022,1,2,0,103,2,103,51.5
166377,2019-09-18,1,False,880028,0,20,2447,2634,2,187,9.35
166377,2019-09-18,1,False,880022,0,1,71,73,2,2,2.0
166377,2019-09-18,1,False,880026,1,2,0,38,2,38,19.0
166377,2019-09-18,1,False,880028,1,7,0,201,2,201,28.714285714285715
166377,2019-09-19,0,False,880028,0,1,21,23,2,2,2.0
166377,2019-09-19,1,False,880026,1,8,0,192,2,192,24.0
166377,2019-09-19,1,False,880022,0,2,359,364,2,5,2.5
166377,2019-09-19,1,False,880022,1,8,0,251,2,251,31.375
166377,2019-09-19,1,True,880022,1,1,0,1,2,1,1.0
166377,2019-09-19,1,False,880028,1,23,0,700,2,700,30.434782608695652
166377,2019-09-19,1,False,880028,0,18,1638,1775,2,137,7.611111111111111
166377,2019-09-19,1,False,880026,0,30,2666,2808,2,142,4.733333333333333
166377,2019-09-20,1,False,880028,1,17,0,552,2,552,32.470588235294116
166377,2019-09-20,1,False,880022,0,1,219,221,2,2,2.0
166377,2019-09-20,1,False,880022,1,10,0,509,2,509,50.9
166377,2019-09-20,1,False,880026,0,28,2310,2473,2,163,5.821428571428571
166377,2019-09-20,1,False,880028,0,17,1683,1848,2,165,9.705882352941176
166377,2019-09-20,0,False,880020,0,1,17,28,2,11,11.0
166377,2019-09-20,1,False,880026,1,15,0,393,2,393,26.2
166377,2019-09-23,1,False,880028,1,24,0,509,2,509,21.208333333333332
166377,2019-09-23,1,False,880026,1,13,0,401,2,401,30.846153846153847
166377,2019-09-23,1,False,880028,0,24,2181,2368,2,187,7.791666666666667
166377,2019-09-23,1,False,880026,0,21,2375,2485,2,110,5.238095238095238
166377,2019-09-23,1,False,880022,1,2,0,13,2,13,6.5
166377,2019-09-23,1,True,880028,1,1,0,2,2,2,2.0
166377,2019-09-23,0,False,880026,0,1,43,49,2,6,6.0
166377,2019-09-23,1,False,880022,0,3,351,385,2,34,11.333333333333334
166377,2019-09-24,1,False,880026,1,8,0,100,2,100,12.5
166377,2019-09-24,0,False,880028,0,3,158,169,2,11,3.6666666666666665
166377,2019-09-24,1,False,880028,1,13,0,520,2,520,40.0
166377,2019-09-24,1,False,880026,0,16,1666,1767,2,101,6.3125
166377,2019-09-24,1,False,880022,0,3,353,366,2,13,4.333333333333333
166377,2019-09-24,1,False,880022,1,1,0,38,2,38,38.0
166377,2019-09-24,1,False,880028,0,26,2570,2755,2,185,7.115384615384615
166377,2019-09-25,1,False,880022,0,7,1316,1352,2,36,5.142857142857143
166377,2019-09-25,1,False,880022,1,8,0,423,2,423,52.875
166377,2019-09-25,1,False,880026,0,18,1862,1925,2,63,3.5
166377,2019-09-25,1,False,880028,1,14,0,193,2,193,13.785714285714286
166377,2019-09-25,1,False,880026,1,6,0,50,2,50,8.333333333333334
166377,2019-09-25,1,False,880028,0,22,1216,1352,2,136,6.181818181818182
166377,2019-09-26,1,False,880028,1,29,0,553,2,553,19.06896551724138
166377,2019-09-26,1,False,880026,0,16,1250,1308,2,58,3.625
166377,2019-09-26,1,False,880028,0,26,2303,2570,2,267,10.26923076923077
166377,2019-09-26,1,False,880022,0,3,2411,2419,2,8,2.6666666666666665
166377,2019-09-26,1,False,880026,1,14,0,87,2,87,6.214285714285714
166377,2019-09-26,0,False,880028,0,1,88,96,2,8,8.0
166377,2019-09-27,1,False,880026,0,11,1854,1897,2,43,3.909090909090909
166377,2019-09-27,1,False,880026,1,3,0,87,2,87,29.0
166377,2019-09-27,1,False,880022,0,1,84,86,2,2,2.0
166377,2019-09-27,1,False,880022,1,1,0,44,2,44,44.0
166377,2019-09-27,1,False,880028,0,19,921,1171,2,250,13.157894736842104
166377,2019-09-27,0,False,880026,0,1,6,12,2,6,6.0
166377,2019-09-27,1,False,880028,1,21,0,475,2,475,22.61904761904762
166377,2019-09-30,1,False,880020,0,4,724,749,2,25,6.25
166377,2019-09-30,1,False,880022,0,1,144,146,2,2,2.0
166377,2019-09-30,1,False,880020,1,4,0,12,2,12,3.0
166377,2019-10-01,1,False,880026,0,19,2023,2155,2,132,6.947368421052632
166377,2019-10-01,1,False,880020,0,1,106,108,2,2,2.0
166377,2019-10-01,1,False,880026,1,3,0,102,2,102,34.0
166377,2019-10-02,1,False,880026,1,3,0,69,2,69,23.0
166377,2019-10-02,0,False,880026,0,3,556,568,2,12,4.0
166377,2019-10-02,1,False,880028,1,10,0,313,2,313,31.3
166377,2019-10-02,1,False,880028,0,19,1768,1957,2,189,9.947368421052632
166377,2019-10-02,1,False,880026,0,20,1762,1880,2,118,5.9
166377,2019-10-03,1,False,880020,0,1,71,73,2,2,2.0
166377,2019-10-03,1,False,880022,0,1,48,50,2,2,2.0
166377,2019-10-03,1,True,880026,1,2,0,0,2,0,0.0
166377,2019-10-03,1,False,880026,0,19,1367,1530,2,163,8.578947368421053
166377,2019-10-03,1,False,880028,0,19,1430,1565,2,135,7.105263157894737
166377,2019-10-03,0,False,880028,0,2,133,140,2,7,3.5
166377,2019-10-03,1,False,880028,1,24,0,680,2,680,28.333333333333332
166377,2019-10-03,1,False,880026,1,1,0,23,2,23,23.0
166377,2019-10-04,1,False,880028,0,20,2393,2658,2,265,13.25
166377,2019-10-04,1,False,880028,1,19,0,447,2,447,23.526315789473685
166377,2019-10-04,1,False,880022,0,1,513,520,2,7,7.0
166377,2019-10-04,1,True,880026,1,1,0,0,2,0,0.0
166377,2019-10-04,1,False,880026,0,23,2086,2256,2,170,7.391304347826087
166377,2019-10-07,1,False,880026,0,21,2024,2136,2,112,5.333333333333333
166377,2019-10-07,1,False,880026,1,16,0,163,2,163,10.1875
166377,2019-10-07,0,False,880028,0,1,19,31,2,12,12.0
166377,2019-10-07,1,True,880026,1,1,0,1,2,1,1.0
166377,2019-10-07,1,False,880028,1,15,0,460,2,460,30.666666666666668
166377,2019-10-07,1,False,880028,0,12,494,582,2,88,7.333333333333333
166377,2019-10-08,1,False,880026,1,6,0,21,2,21,3.5
166377,2019-10-08,0,False,880028,0,1,18,25,2,7,7.0
166377,2019-10-08,1,False,880028,0,18,2470,2570,2,100,5.555555555555555
166377,2019-10-08,1,False,880028,1,12,0,355,2,355,29.583333333333332
166377,2019-10-08,1,False,880026,0,24,2003,2170,2,167,6.958333333333333
166377,2019-10-09,1,False,880028,1,12,0,266,2,266,22.166666666666668
166377,2019-10-09,1,False,880026,0,14,1237,1333,2,96,6.857142857142857
166377,2019-10-09,1,False,880028,0,13,658,753,2,95,7.3076923076923075
166377,2019-10-09,1,False,880026,1,4,0,77,2,77,19.25
166377,2019-10-10,1,False,880028,0,19,2020,2132,2,112,5.894736842105263
166377,2019-10-10,1,False,880026,1,6,0,83,2,83,13.833333333333334
166377,2019-10-10,1,False,880028,1,14,0,375,2,375,26.785714285714285
166377,2019-10-10,1,False,880026,0,22,1597,1710,2,113,5.136363636363637
166377,2019-10-11,1,False,880028,1,7,0,235,2,235,33.57142857142857
166377,2019-10-11,1,True,880026,1,1,0,0,2,0,0.0
166377,2019-10-11,1,False,880028,0,32,2835,3100,2,265,8.28125
166377,2019-10-11,0,False,880026,0,3,100,113,2,13,4.333333333333333
166377,2019-10-11,1,False,880026,1,1,0,46,2,46,46.0
166377,2019-10-11,0,False,880028,0,1,220,223,2,3,3.0
166377,2019-10-11,1,False,880026,0,12,963,1040,2,77,6.416666666666667
166377,2019-10-14,1,False,880026,0,9,1069,1151,2,82,9.11111111111111
166377,2019-10-14,1,False,880026,1,5,0,117,2,117,23.4
166377,2019-10-14,1,False,880028,0,17,1819,2006,2,187,11.0
166377,2019-10-14,1,False,880028,1,18,0,692,2,692,38.44444444444444
166377,2019-10-15,1,False,880028,0,14,1087,1182,2,95,6.785714285714286
166377,2019-10-15,1,False,880026,1,7,0,114,2,114,16.285714285714285
166377,2019-10-15,1,False,880026,0,15,1270,1340,2,70,4.666666666666667
166377,2019-10-15,1,False,880028,1,19,0,237,2,237,12.473684210526315
166377,2019-10-15,0,False,880022,0,1,13,31,2,18,18.0
166377,2019-10-15,1,False,880022,0,2,34,42,2,8,4.0
166377,2019-10-16,1,False,880026,1,6,0,101,2,101,16.833333333333332
166377,2019-10-16,1,False,880028,1,15,0,356,2,356,23.733333333333334
166377,2019-10-16,0,False,880028,0,1,23,26,2,3,3.0
166377,2019-10-16,1,False,880022,0,3,409,421,2,12,4.0
166377,2019-10-16,1,False,880026,0,14,2066,2147,2,81,5.785714285714286
166377,2019-10-16,1,False,880028,0,28,2288,2536,2,248,8.857142857142858
166377,2019-10-17,1,False,880028,0,24,2228,2404,2,176,7.333333333333333
166377,2019-10-17,1,False,880028,1,20,0,421,2,421,21.05
166377,2019-10-17,1,False,880026,1,5,0,112,2,112,22.4
166377,2019-10-17,1,False,880026,0,22,2431,2526,2,95,4.318181818181818
166377,2019-10-18,1,False,880028,1,11,0,323,2,323,29.363636363636363
166377,2019-10-18,1,False,880028,0,20,1693,1889,2,196,9.8
166377,2019-10-18,1,False,880022,0,2,802,809,2,7,3.5
166377,2019-10-18,1,False,880026,1,4,0,139,2,139,34.75
166377,2019-10-18,1,False,880026,0,15,2146,2234,2,88,5.866666666666666
166377,2019-10-21,1,False,880028,1,16,0,667,2,667,41.6875
166377,2019-10-21,1,False,880028,0,21,1403,1633,2,230,10.952380952380953
166377,2019-10-21,0,False,880028,0,1,96,99,2,3,3.0
166377,2019-10-21,1,False,880026,1,5,0,119,2,119,23.8
166377,2019-10-21,1,False,881278,0,3,465,476,2,11,3.6666666666666665
166377,2019-10-21,1,False,880026,0,24,2023,2201,2,178,7.416666666666667
166377,2019-10-21,1,True,880026,1,1,0,0,2,0,0.0
166377,2019-10-22,0,False,880028,0,3,93,101,2,8,2.6666666666666665
166377,2019-10-22,1,False,880028,0,18,1738,1863,2,125,6.944444444444445
166377,2019-10-22,1,True,880028,0,1,2,4,2,2,2.0
166377,2019-10-22,1,False,880028,1,5,0,143,2,143,28.6
166377,2019-10-22,1,False,880026,0,18,1336,1438,2,102,5.666666666666667
166377,2019-10-22,1,False,880022,1,1,0,6,2,6,6.0
166377,2019-10-22,1,False,880026,1,9,0,258,2,258,28.666666666666668
166377,2019-10-23,1,False,880028,0,19,1127,1347,2,220,11.578947368421053
166377,2019-10-23,1,False,880026,1,11,0,298,2,298,27.09090909090909
166377,2019-10-23,1,False,880028,1,10,0,194,2,194,19.4
166377,2019-10-23,1,False,880022,0,1,98,103,2,5,5.0
166377,2019-10-23,1,False,880026,0,23,2555,2649,2,94,4.086956521739131
166377,2019-10-23,0,False,880026,0,1,151,153,2,2,2.0
166377,2019-10-24,0,False,880028,0,1,231,234,2,3,3.0
166377,2019-10-24,1,False,880026,1,13,0,169,2,169,13.0
166377,2019-10-24,1,False,880026,0,31,2542,2657,2,115,3.7096774193548385
166377,2019-10-24,1,False,880028,1,18,0,338,2,338,18.77777777777778
166377,2019-10-24,1,False,880028,0,24,1721,1923,2,202,8.416666666666666
166377,2019-10-25,0,False,880028,0,1,55,57,2,2,2.0
166377,2019-10-25,1,False,880028,0,21,1675,1897,2,222,10.571428571428571
166377,2019-10-25,1,False,880026,1,6,0,246,2,246,41.0
166377,2019-10-25,1,False,880028,1,6,0,102,2,102,17.0
166377,2019-10-25,1,False,880026,0,22,2127,2278,2,151,6.863636363636363
166377,2019-10-28,1,False,880026,1,10,0,202,2,202,20.2
166377,2019-10-28,1,False,880028,0,11,522,699,2,177,16.09090909090909
166377,2019-10-28,1,False,880026,0,14,1255,1335,2,80,5.714285714285714
166377,2019-10-28,1,False,880028,1,9,0,181,2,181,20.11111111111111
166377,2019-10-28,1,False,881278,1,1,0,5,2,5,5.0
166377,2019-10-29,1,False,880026,0,25,2339,2563,2,224,8.96
166377,2019-10-29,1,False,880028,1,8,0,277,2,277,34.625
166377,2019-10-29,0,False,880026,0,1,24,28,2,4,4.0
166377,2019-10-29,0,False,880028,0,1,152,156,2,4,4.0
166377,2019-10-29,1,False,880026,1,7,0,135,2,135,19.285714285714285
166377,2019-10-29,1,False,880028,0,33,2036,2388,2,352,10.666666666666666
166377,2019-10-30,1,False,880026,0,25,1515,1646,2,131,5.24
166377,2019-10-30,1,False,880028,0,19,2105,2245,2,140,7.368421052631579
166377,2019-10-30,1,False,880026,1,16,0,301,2,301,18.8125
166377,2019-10-30,1,False,880028,1,10,0,330,2,330,33.0
166377,2019-10-30,0,False,880028,0,4,166,180,2,14,3.5
166377,2019-10-31,1,False,880026,1,5,0,107,2,107,21.4
166377,2019-10-31,0,False,880026,0,1,41,48,2,7,7.0
166377,2019-10-31,0,False,880028,0,2,66,70,2,4,2.0
166377,2019-10-31,1,False,880026,0,17,2176,2349,2,173,10.176470588235293
166377,2019-10-31,1,False,880028,1,9,0,300,2,300,33.333333333333336
166377,2019-10-31,1,False,880028,0,25,1631,1847,2,216,8.64
166377,2019-11-01,1,False,880028,1,17,0,647,2,647,38.05882352941177
166377,2019-11-01,0,False,880028,0,3,134,156,2,22,7.333333333333333
166377,2019-11-01,1,False,880026,0,32,2487,2814,2,327,10.21875
166377,2019-11-01,1,False,880026,1,15,0,410,2,410,27.333333333333332
166377,2019-11-01,1,False,880028,0,26,2487,2771,2,284,10.923076923076923
166377,2019-11-05,1,False,880028,0,24,3034,3204,2,170,7.083333333333333
166377,2019-11-05,0,False,880022,0,1,56,71,2,15,15.0
166377,2019-11-05,0,False,880028,0,1,72,75,2,3,3.0
166377,2019-11-05,1,False,880026,1,5,0,124,2,124,24.8
166377,2019-11-05,1,False,880028,1,15,0,547,2,547,36.46666666666667
166377,2019-11-05,1,False,880026,0,17,1479,1557,2,78,4.588235294117647
166377,2019-11-05,1,True,880028,1,2,0,0,2,0,0.0
166377,2019-11-06,1,True,880026,1,1,0,5,2,5,5.0
166377,2019-11-06,1,False,880026,1,9,0,256,2,256,28.444444444444443
166377,2019-11-06,1,False,880028,1,8,0,350,2,350,43.75
166377,2019-11-06,1,False,880026,0,19,2426,2625,2,199,10.473684210526315
166377,2019-11-06,0,False,880026,0,1,23,32,2,9,9.0
166377,2019-11-06,1,False,880028,0,29,2680,2906,2,226,7.793103448275862
166377,2019-11-07,0,False,880028,0,1,139,142,2,3,3.0
166377,2019-11-07,1,False,880028,1,18,0,531,2,531,29.5
166377,2019-11-07,0,False,880022,0,1,16,29,2,13,13.0
166377,2019-11-07,1,False,880028,0,29,2364,2729,2,365,12.586206896551724
166377,2019-11-07,1,True,880028,0,1,120,122,2,2,2.0
166377,2019-11-07,1,True,881278,1,2,0,0,2,0,0.0
166377,2019-11-07,1,False,880026,1,19,0,546,2,546,28.736842105263158
166377,2019-11-07,0,False,880026,0,2,62,80,2,18,9.0
166377,2019-11-07,1,False,880026,0,26,2415,2548,2,133,5.115384615384615
166377,2019-11-07,1,False,881278,1,4,0,17,2,17,4.25
